epoch,dice_coef,iou,loss,lr,precision,recall,val_dice_coef,val_iou,val_loss,val_precision,val_recall
0,0.21681971848011017,0.12475387752056122,0.7832821011543274,1e-05,0.2555111348628998,0.9690468311309814,0.03864389285445213,0.019715873524546623,0.9613561630249023,0.0,0.0
1,0.38370057940483093,0.23911452293395996,0.6163224577903748,1e-05,0.8966286182403564,0.9941750764846802,0.4103994071483612,0.2595938742160797,0.5896005630493164,0.9358307123184204,0.9875512719154358
2,0.43176913261413574,0.2771606743335724,0.5683294534683228,1e-05,0.9297747611999512,0.9949340224266052,0.4480648636817932,0.290386438369751,0.5519353151321411,0.9368856549263,0.9912792444229126
3,0.4669139087200165,0.30646926164627075,0.533107340335846,1e-05,0.9429536461830139,0.9952276945114136,0.48383939266204834,0.32079508900642395,0.5161604881286621,0.9310881495475769,0.9952729940414429
4,0.49936023354530334,0.33472633361816406,0.5006186366081238,1e-05,0.9500076174736023,0.9945616126060486,0.4623975157737732,0.3020166754722595,0.5376023054122925,0.9856064319610596,0.8412495851516724
5,0.5274149775505066,0.3604617416858673,0.47266361117362976,1e-05,0.9526455998420715,0.9930702447891235,0.542709231376648,0.37450477480888367,0.457290917634964,0.957512617111206,0.990842878818512
6,0.5568211078643799,0.3881703019142151,0.4432331621646881,1e-05,0.9606683850288391,0.9942272305488586,0.5709234476089478,0.40160441398620605,0.4290767014026642,0.9637146592140198,0.9891344904899597
7,0.5840001106262207,0.41482654213905334,0.4159523546695709,1e-05,0.96370530128479,0.9938734173774719,0.5941941738128662,0.4247831702232361,0.405805766582489,0.9523901343345642,0.9922115206718445
8,0.6106858253479004,0.44205692410469055,0.3892897367477417,1e-05,0.9669119715690613,0.9933444261550903,0.6233770847320557,0.4548753499984741,0.3766229450702667,0.9596089720726013,0.9906509518623352
9,0.636862576007843,0.4695962369441986,0.363120973110199,1e-05,0.9690983295440674,0.9931825399398804,0.6463866829872131,0.4795784652233124,0.35361313819885254,0.9659568667411804,0.98918217420578
10,0.6616555452346802,0.4967266321182251,0.3383222222328186,1e-05,0.9718596935272217,0.9930569529533386,0.6655167937278748,0.5009592771530151,0.33448317646980286,0.9812741875648499,0.9770124554634094
11,0.6864078044891357,0.5245929956436157,0.3136008679866791,1e-05,0.9732540845870972,0.992573082447052,0.6906483173370361,0.5295965671539307,0.30935168266296387,0.9678683280944824,0.9880472421646118
12,0.7090768218040466,0.5513845682144165,0.29106447100639343,1e-05,0.9757055044174194,0.992206871509552,0.7120722532272339,0.554635226726532,0.28792786598205566,0.9755820035934448,0.9825441241264343
13,0.7303496599197388,0.5773388743400574,0.26958155632019043,1e-05,0.9771528840065002,0.9923139214515686,0.7328116297721863,0.5801032781600952,0.26718834042549133,0.9803017377853394,0.9801275730133057
14,0.7501803636550903,0.6023104786872864,0.24989716708660126,1e-05,0.9788440465927124,0.9920034408569336,0.753948986530304,0.6066707372665405,0.24605074524879456,0.9707390069961548,0.986790657043457
15,0.7694724202156067,0.6273756623268127,0.23051750659942627,1e-05,0.9803757071495056,0.992090106010437,0.7702752947807312,0.6282355189323425,0.2297247350215912,0.9818845987319946,0.9788984656333923
16,0.7870813012123108,0.6507185101509094,0.21280547976493835,1e-05,0.9805421829223633,0.9914302229881287,0.786724865436554,0.6498196125030518,0.21327488124370575,0.9813744425773621,0.979231059551239
17,0.8042762875556946,0.6743531227111816,0.1957567185163498,1e-05,0.9823878407478333,0.9918972849845886,0.8021059036254883,0.671109676361084,0.1978941261768341,0.9772111177444458,0.9828183054924011
18,0.8198148012161255,0.6962754130363464,0.18016310036182404,1e-05,0.9832161068916321,0.9918742775917053,0.8184402585029602,0.694122314453125,0.18155987560749054,0.9831745028495789,0.9768192768096924
19,0.834787130355835,0.7178407311439514,0.16524693369865417,1e-05,0.9841888546943665,0.9918291568756104,0.8342770338058472,0.7169831395149231,0.16572315990924835,0.9801286458969116,0.9795935153961182
20,0.8489168286323547,0.7386595606803894,0.1509609818458557,1e-05,0.984997034072876,0.9919309020042419,0.8472182750701904,0.7360178232192993,0.15278185904026031,0.9784747362136841,0.9818109273910522
21,0.8607752323150635,0.7566735148429871,0.13907672464847565,1e-05,0.985522449016571,0.9916283488273621,0.8576046228408813,0.751738429069519,0.14239534735679626,0.9843082427978516,0.975016713142395
22,0.8723586201667786,0.7745773196220398,0.12758533656597137,1e-05,0.9862675070762634,0.9916451573371887,0.8687781095504761,0.7689250707626343,0.1312219798564911,0.9811713695526123,0.9797139167785645
23,0.8830541968345642,0.7914465665817261,0.11697518825531006,1e-05,0.9865086078643799,0.9918282628059387,0.8797479271888733,0.7860140204429626,0.12025218456983566,0.9777684211730957,0.9831223487854004
24,0.8930725455284119,0.8075233101844788,0.1069265678524971,1e-05,0.9876822829246521,0.9915841221809387,0.8882825970649719,0.7997213006019592,0.11171750724315643,0.9817017316818237,0.97923344373703
25,0.9013817310333252,0.8212103843688965,0.09861379116773605,1e-05,0.9878829717636108,0.9916257262229919,0.8950911164283752,0.8107708692550659,0.10490851104259491,0.9821942448616028,0.9789401888847351
26,0.9097922444343567,0.8351069092750549,0.09017249196767807,1e-05,0.9882240295410156,0.9916725754737854,0.9033180475234985,0.8242084980010986,0.09668216109275818,0.9853470921516418,0.974375307559967
27,0.9177361726760864,0.8484277725219727,0.08227618783712387,1e-05,0.9887543320655823,0.9917840361595154,0.9120955467224121,0.8388494849205017,0.08790480345487595,0.9801409244537354,0.9810360074043274
