epoch,dice_coef,hausdorff,iou,loss,lr,precision_4,val_dice_coef,val_hausdorff,val_iou,val_loss,val_precision_4
28,0.9710010886192322,10.665963172912598,0.9438759088516235,0.028738321736454964,1.0000001e-05,0.9740908741950989,0.978263258934021,9.318573951721191,0.9575627446174622,0.021779879927635193,0.9798889756202698
29,0.969775378704071,11.293316841125488,0.9416674971580505,0.030246829614043236,1.0000001e-05,0.9729120135307312,0.9782028198242188,9.493410110473633,0.9574223160743713,0.021824587136507034,0.9809879064559937
30,0.9722164869308472,10.546684265136719,0.9460605978965759,0.027632176876068115,1.0000001e-05,0.9750796556472778,0.977389395236969,9.489846229553223,0.955921471118927,0.022639339789748192,0.9816500544548035
31,0.9717626571655273,10.489432334899902,0.9452099204063416,0.028151635080575943,1.0000001e-05,0.9754106998443604,0.9781388640403748,9.238272666931152,0.957368016242981,0.021909432485699654,0.9794215559959412
32,0.9711116552352905,10.615201950073242,0.9440439343452454,0.02886004000902176,1.0000001e-06,0.9737960696220398,0.9776623249053955,9.313557624816895,0.9565476775169373,0.022291062399744987,0.979758083820343
33,0.970887303352356,10.91469955444336,0.9436217546463013,0.02911408059298992,1.0000001e-06,0.9729058742523193,0.9785254001617432,9.289209365844727,0.9580281376838684,0.02151394821703434,0.9796510934829712
34,0.9715728759765625,10.51998519897461,0.9449154734611511,0.02842641994357109,1.0000001e-06,0.9738410711288452,0.9787271022796631,9.345830917358398,0.9583908319473267,0.021325433626770973,0.9797859191894531
35,0.9721566438674927,10.462547302246094,0.9459660649299622,0.027806920930743217,1.0000001e-06,0.9745070338249207,0.9783152341842651,9.322529792785645,0.9576565623283386,0.021667852997779846,0.97970050573349
36,0.9725730419158936,10.40368366241455,0.9467077255249023,0.027419982478022575,1.0000001e-06,0.9741955399513245,0.9782103300094604,9.501208305358887,0.95743328332901,0.021779635921120644,0.9802094101905823
37,0.9715676307678223,10.482853889465332,0.9449107646942139,0.028400007635354996,1.0000001e-06,0.974370539188385,0.9777514934539795,9.357208251953125,0.956680178642273,0.0222680252045393,0.9801511168479919
38,0.9715603590011597,10.645524978637695,0.9448715448379517,0.028183607384562492,1.0000001e-06,0.9741358757019043,0.9774932861328125,9.300864219665527,0.9561370611190796,0.022491462528705597,0.9800839424133301
39,0.9717580676078796,10.358832359313965,0.9452671408653259,0.028195088729262352,1.0000001e-06,0.9751074910163879,0.9784883260726929,9.31897258758545,0.9579833745956421,0.021489476785063744,0.9798895716667175
40,0.9720436334609985,10.601325988769531,0.9457616209983826,0.027954941615462303,1.0000001e-07,0.9746677875518799,0.978300929069519,9.30819034576416,0.9576076865196228,0.021666642278432846,0.9798018932342529
41,0.971796452999115,10.511686325073242,0.9453155398368835,0.02800881676375866,1.0000001e-07,0.9743670225143433,0.9777933955192566,9.331592559814453,0.9566931128501892,0.022089868783950806,0.9799889922142029
42,0.9725497364997864,10.250115394592285,0.946674644947052,0.027439722791314125,1.0000001e-07,0.9756429195404053,0.978339672088623,9.438133239746094,0.9576971530914307,0.021673310548067093,0.9797425270080566
43,0.9705412983894348,11.00141716003418,0.9429931640625,0.029464591294527054,1.0000001e-07,0.974988579750061,0.9782151579856873,9.384161949157715,0.9574424624443054,0.021700304001569748,0.9798179864883423
44,0.9711548089981079,10.907659530639648,0.9441899657249451,0.028819510713219643,1.0000001e-07,0.9744538068771362,0.978356659412384,9.307649612426758,0.9577139616012573,0.021721327677369118,0.9799388647079468
45,0.9719592928886414,10.64738655090332,0.9455861449241638,0.02798713743686676,1e-07,0.9752643704414368,0.9785453677177429,9.444557189941406,0.9580702185630798,0.021497905254364014,0.9799373745918274
46,0.9720883965492249,10.569305419921875,0.9457952976226807,0.027913670986890793,1e-07,0.9741989970207214,0.9778881669044495,9.482234001159668,0.956886887550354,0.022206252440810204,0.9799145460128784
47,0.9711272120475769,10.958822250366211,0.9441133737564087,0.028888951987028122,1e-07,0.9734328389167786,0.9786746501922607,9.450090408325195,0.9583095908164978,0.02135241962969303,0.9800612926483154
48,0.9708903431892395,10.72957992553711,0.943665623664856,0.029081977903842926,1e-07,0.9731684327125549,0.9780718684196472,9.422612190246582,0.9572204947471619,0.021950770169496536,0.9795241355895996
49,0.9719361066818237,10.443276405334473,0.9455576539039612,0.028080588206648827,1e-07,0.9743250608444214,0.9785757660865784,9.349760055541992,0.9581298828125,0.021447710692882538,0.9799022674560547
50,0.9718822836875916,10.639593124389648,0.945445716381073,0.028113478794693947,1e-07,0.9743093848228455,0.9778375625610352,9.607802391052246,0.9567675590515137,0.022225702181458473,0.9798503518104553
