epoch,dice_coef,iou,loss,lr,precision,recall,val_dice_coef,val_iou,val_loss,val_precision,val_recall
0,0.7493981122970581,0.6300309896469116,0.2506019175052643,1e-04,0.8620206117630005,0.9661099314689636,0.9120568037033081,0.8392320275306702,0.08794362843036652,0.9727951288223267,0.9719306230545044
1,0.9439148306846619,0.8955258131027222,0.056085508316755295,1e-04,0.974514901638031,0.9727062582969666,0.955040693283081,0.9153005480766296,0.044958971440792084,0.9847509264945984,0.9605898857116699
2,0.9651054739952087,0.9335827231407166,0.034893859177827835,1e-04,0.97557532787323,0.9738582372665405,0.8344227075576782,0.7928057909011841,0.1655769944190979,0.9907001256942749,0.8107539415359497
3,0.9731492400169373,0.9481006264686584,0.02685125730931759,1e-04,0.9783836603164673,0.9769832491874695,0.9703116416931152,0.9432684183120728,0.029688268899917603,0.9724030494689941,0.9779329895973206
4,0.9768092036247253,0.9548502564430237,0.023191329091787338,1e-04,0.9794387221336365,0.9788097739219666,0.9756471514701843,0.9528175592422485,0.02435288205742836,0.9751451015472412,0.9816114902496338
5,0.9780967831611633,0.9573068022727966,0.021903155371546745,1e-04,0.9801144599914551,0.9788009524345398,0.9704717993736267,0.9440157413482666,0.029528183862566948,0.9600690007209778,0.9866611957550049
6,0.9753491878509521,0.9525601863861084,0.024650510400533676,1e-04,0.9773207306861877,0.9758988618850708,0.9723818302154541,0.9479753971099854,0.027618583291769028,0.9660974144935608,0.9846075177192688
7,0.9780449271202087,0.9574146270751953,0.021955111995339394,1e-04,0.9793290495872498,0.9774919152259827,0.9746366739273071,0.9512167572975159,0.0253630168735981,0.9753310680389404,0.9788484573364258
8,0.979338526725769,0.9596788287162781,0.02066122740507126,1e-04,0.980702817440033,0.9791225790977478,0.9729897379875183,0.9485074281692505,0.027010852470993996,0.9757921695709229,0.9751080870628357
9,0.9798739552497864,0.9606916308403015,0.020125819370150566,1e-04,0.9809189438819885,0.9798500537872314,0.9679263830184937,0.9390669465065002,0.03207423537969589,0.9762158393859863,0.9652333855628967
10,0.9812771677970886,0.9633676409721375,0.018722765147686005,1e-05,0.9823638796806335,0.9810479283332825,0.9738859534263611,0.949950635433197,0.026114191859960556,0.9788951873779297,0.9736977219581604
11,0.9818285703659058,0.9644215106964111,0.018171535804867744,1e-05,0.9830675721168518,0.9814107418060303,0.9717645049095154,0.9463184475898743,0.028235364705324173,0.9805849194526672,0.968518078327179
12,0.9820701479911804,0.9648861885070801,0.017928842455148697,1e-05,0.9834656119346619,0.9813754558563232,0.9683323502540588,0.9409037828445435,0.03166796267032623,0.9781070351600647,0.9659839272499084
13,0.9823132157325745,0.9653528332710266,0.017686571925878525,1e-05,0.9835622310638428,0.9818600416183472,0.9685216546058655,0.9411707520484924,0.03147784247994423,0.9797899723052979,0.9647550582885742
14,0.9825491905212402,0.9658017754554749,0.017450423911213875,1e-05,0.984070897102356,0.9818035960197449,0.9666969776153564,0.9383548498153687,0.0333029069006443,0.980514645576477,0.9615321755409241
15,0.9829248189926147,0.9665240049362183,0.01707587018609047,1e-06,0.9846161603927612,0.982010006904602,0.967588484287262,0.9397795796394348,0.03241187706589699,0.9800595641136169,0.9632725119590759
16,0.982995331287384,0.9666584134101868,0.017005223780870438,1e-06,0.984620988368988,0.9821370244026184,0.9674320816993713,0.9396207332611084,0.032567914575338364,0.9798712730407715,0.9634127020835876
17,0.9830482006072998,0.9667630195617676,0.016951685771346092,1e-06,0.9846410751342773,0.9822328686714172,0.9673246741294861,0.9393231272697449,0.032675616443157196,0.9803736209869385,0.9623136520385742
18,0.9830871820449829,0.9668382406234741,0.016912667080760002,1e-06,0.984812319278717,0.9821557998657227,0.968754768371582,0.9415262937545776,0.03124465048313141,0.9792304635047913,0.9657406210899353
19,0.9831227660179138,0.9669086337089539,0.01687605306506157,1e-06,0.984774112701416,0.9822404980659485,0.9672036170959473,0.9392691254615784,0.03279638662934303,0.9799261093139648,0.9628786444664001
20,0.9831364154815674,0.9669305086135864,0.016863906756043434,1e-07,0.9843901991844177,0.9826692342758179,0.9679397940635681,0.9402335286140442,0.03206026181578636,0.9800239205360413,0.9636415839195251
