epoch,dice_coef,hausdorff,iou,loss,lr,precision_1,recall_1,val_dice_coef,val_hausdorff,val_iou,val_loss,val_precision_1,val_recall_1
0,0.58649080991745,36.410831451416016,0.4435349702835083,0.41305476427078247,0.001,0.4573310613632202,0.7825814485549927,0.006262581795454025,43.66116714477539,0.0031411410309374332,0.99373859167099,0.0,0.0
1,0.8183619976043701,25.36033821105957,0.7116832137107849,0.18183310329914093,0.001,0.8468067049980164,0.8476678133010864,5.712505662813783e-05,43.49199676513672,2.8563345040311106e-05,0.9999428987503052,0.0,0.0
2,0.9189704656600952,19.22012710571289,0.8549386858940125,0.0807209238409996,0.001,0.9397650361061096,0.9330250024795532,0.8342869877815247,25.14073944091797,0.7189666032791138,0.16609244048595428,0.9068543910980225,0.7909020185470581
3,0.9441577196121216,15.792372703552246,0.8960810899734497,0.05550619214773178,0.001,0.9507420063018799,0.9501324892044067,0.952929675579071,12.971434593200684,0.9105194807052612,0.04721692204475403,0.9937815070152283,0.9223272204399109
4,0.9484332799911499,14.665430068969727,0.9057391285896301,0.05159786716103554,0.001,0.9586641192436218,0.9564433097839355,0.9465348124504089,14.554121017456055,0.8992976546287537,0.053655315190553665,0.9922353625297546,0.9133805632591248
5,0.9408233761787415,16.497886657714844,0.8916199803352356,0.05906644091010094,0.001,0.9496102333068848,0.9546604752540588,0.9105782508850098,21.449081420898438,0.837679386138916,0.08939902484416962,0.9085291028022766,0.918575644493103
6,0.958743155002594,13.97559928894043,0.9215073585510254,0.04128982126712799,0.001,0.9608770608901978,0.9605754613876343,0.9638221859931946,11.056212425231934,0.9306060671806335,0.035968389362096786,0.9803631901741028,0.9546260237693787
7,0.9605169296264648,13.53624439239502,0.9251638054847717,0.03952820971608162,0.001,0.9651739001274109,0.9621720910072327,0.9463141560554504,16.68593978881836,0.8994989991188049,0.05392523854970932,0.9794564843177795,0.9198656678199768
8,0.9569578766822815,13.774372100830078,0.9189198017120361,0.043045710772275925,0.001,0.9626368284225464,0.9639980792999268,0.9580329656600952,12.905643463134766,0.9197695255279541,0.04176970571279526,0.9832987785339355,0.9388388395309448
9,0.9638427495956421,12.625736236572266,0.9310245513916016,0.03618757054209709,0.001,0.9675134420394897,0.9667266607284546,0.9464763402938843,17.50290298461914,0.8989434838294983,0.05356273427605629,0.9364184141159058,0.9577285051345825
10,0.9663348197937012,11.672223091125488,0.9357767105102539,0.03362046182155609,0.001,0.971110999584198,0.969887375831604,0.9612250328063965,13.772156715393066,0.9258407354354858,0.03880159556865692,0.9886336922645569,0.9367570281028748
11,0.9595105648040771,13.141313552856445,0.9243601560592651,0.0405312217772007,0.001,0.9639673829078674,0.9650299549102783,0.0070173959247767925,43.40646743774414,0.0035474542528390884,0.9929278492927551,0.9980236887931824,0.0027200698386877775
12,0.9639323949813843,13.06678581237793,0.9312629699707031,0.035928837954998016,0.000100000005,0.9722368121147156,0.9583593606948853,0.9740502834320068,10.693218231201172,0.9496225118637085,0.02598307654261589,0.9860062003135681,0.9632171392440796
13,0.9698034524917603,11.153837203979492,0.9417474269866943,0.02982688508927822,0.000100000005,0.9725174307823181,0.9708120226860046,0.9780960083007812,9.396418571472168,0.9572320580482483,0.0218695979565382,0.9816985726356506,0.9749699831008911
14,0.970999538898468,11.066128730773926,0.9438537359237671,0.028996771201491356,0.000100000005,0.9724726676940918,0.9724775552749634,0.9792565107345581,9.12824535369873,0.9594090580940247,0.02079164981842041,0.9772075414657593,0.982384204864502
15,0.9716670513153076,10.878288269042969,0.9450836181640625,0.028319494798779488,0.000100000005,0.9723260998725891,0.9734007120132446,0.9774720072746277,9.6209716796875,0.9560482501983643,0.02250043675303459,0.9837595224380493,0.9729393720626831
16,0.9729786515235901,10.24207592010498,0.9475122094154358,0.027043702080845833,0.000100000005,0.9739450812339783,0.975170910358429,0.9794132709503174,9.33010196685791,0.9597033858299255,0.020586112514138222,0.9758604168891907,0.9840943217277527
17,0.9727180600166321,10.546854972839355,0.9470729827880859,0.027264807373285294,0.000100000005,0.9742003679275513,0.974062979221344,0.9737324118614197,10.947208404541016,0.9490805864334106,0.0261607076972723,0.9855154156684875,0.963101327419281
18,0.9729832410812378,10.54867935180664,0.9475674629211426,0.027025194838643074,0.000100000005,0.9747674465179443,0.9738290905952454,0.9743722081184387,11.19107437133789,0.9503412842750549,0.025457771494984627,0.9820544123649597,0.9668070673942566
19,0.9721514582633972,10.48536205291748,0.946151077747345,0.02782873809337616,0.000100000005,0.9749940633773804,0.9717347025871277,0.9797118306159973,9.357763290405273,0.9602884650230408,0.02033589780330658,0.9781901836395264,0.9818994402885437
20,0.974769115447998,9.835627555847168,0.9508368372917175,0.025215178728103638,0.000100000005,0.9759349822998047,0.9765521883964539,0.980319619178772,9.017261505126953,0.9614225625991821,0.01962849870324135,0.9825205206871033,0.9789827466011047
21,0.9747095108032227,9.587686538696289,0.9507529139518738,0.025265386328101158,0.000100000005,0.976097822189331,0.977077841758728,0.9796766638755798,9.28540325164795,0.9602211713790894,0.02035621367394924,0.9768115282058716,0.9824596047401428
22,0.9740765690803528,9.924299240112305,0.949556291103363,0.025879446417093277,0.000100000005,0.9753795266151428,0.9759791493415833,0.9807450175285339,8.80784797668457,0.9622445702552795,0.01925358548760414,0.9815644025802612,0.980647087097168
23,0.9749512076377869,9.385544776916504,0.9511739015579224,0.02502956986427307,0.000100000005,0.9760422110557556,0.9770597219467163,0.9799643754959106,8.98331069946289,0.9607595801353455,0.019852392375469208,0.9804015159606934,0.9807790517807007
