epoch,dice_coef,iou,loss,lr,precision,recall,val_dice_coef,val_iou,val_loss,val_precision,val_recall
0,0.4339359402656555,0.28784510493278503,0.5661928057670593,1e-04,0.5671079754829407,0.9743281006813049,0.02763814479112625,0.014047279953956604,0.9723580479621887,0.0,0.0
1,0.6811363101005554,0.521273672580719,0.3189832270145416,1e-04,0.9577350616455078,0.9856324791908264,0.6779191493988037,0.5141461491584778,0.3219181299209595,0.9957596063613892,0.8488051891326904
2,0.8144484758377075,0.6892943382263184,0.185602068901062,1e-04,0.9707183837890625,0.983363687992096,0.8432619571685791,0.7295581698417664,0.15694348514080048,0.9465574622154236,0.9892716407775879
3,0.8841508626937866,0.7933123707771301,0.11589287221431732,1e-04,0.9753569960594177,0.9820264577865601,0.8889674544334412,0.8011430501937866,0.11121809482574463,0.9437066912651062,0.9885417222976685
4,0.9208371639251709,0.8537130355834961,0.07917820662260056,1e-04,0.9787192940711975,0.9818347692489624,0.9211484789848328,0.8544421792030334,0.07897211611270905,0.95604008436203,0.9877643585205078
5,0.9318403005599976,0.8734368681907654,0.0681806430220604,1e-04,0.9719613790512085,0.9734978079795837,0.9330495595932007,0.8747749328613281,0.06684587895870209,0.9491639733314514,0.9918861985206604
6,0.9510121941566467,0.9067354798316956,0.04900446906685829,1e-04,0.9790225028991699,0.9794013500213623,0.9539414048194885,0.9120314121246338,0.04607561230659485,0.9737286567687988,0.9813702702522278
7,0.9598974585533142,0.922976016998291,0.04009735584259033,1e-04,0.9806913137435913,0.9805009961128235,0.9519029855728149,0.9085292816162109,0.048201315104961395,0.9774941205978394,0.9628229737281799
8,0.9653680324554443,0.9331335425376892,0.034635480493307114,1e-04,0.9807748794555664,0.9813060760498047,0.9535900354385376,0.9118133783340454,0.04639663174748421,0.970939040184021,0.9656416773796082
9,0.9694313406944275,0.9407345652580261,0.030574772506952286,1e-04,0.981701135635376,0.9814095497131348,0.9471169114112854,0.9011896252632141,0.0529702864587307,0.9769647121429443,0.9417580366134644
10,0.971446692943573,0.9445436596870422,0.028558120131492615,1e-04,0.9811737537384033,0.9807432889938354,0.9629965424537659,0.9287944436073303,0.0370405912399292,0.9695687294006348,0.9735451340675354
11,0.972882091999054,0.9472686052322388,0.027125634253025055,1e-04,0.9804675579071045,0.9805898070335388,0.9422157406806946,0.8916582465171814,0.057326871901750565,0.9295943975448608,0.9822177290916443
12,0.9701141119003296,0.9422415494918823,0.02989194169640541,1e-04,0.9779179096221924,0.9758188724517822,0.8420687317848206,0.7299460768699646,0.1585206240415573,0.7392141222953796,0.9978019595146179
13,0.9758303761482239,0.952843189239502,0.02416171506047249,1e-04,0.981285572052002,0.9807644486427307,0.9229700565338135,0.8652375936508179,0.07592788338661194,0.983237087726593,0.8861636519432068
14,0.9775705337524414,0.9561607837677002,0.022434797137975693,1e-04,0.9822203516960144,0.9814313054084778,0.9287756085395813,0.8781387209892273,0.07011289149522781,0.9837772846221924,0.8972941040992737
15,0.9790736436843872,0.9590362906455994,0.020922718569636345,1e-04,0.983000636100769,0.9821381568908691,0.9353662729263306,0.8855390548706055,0.06483166664838791,0.9756185412406921,0.9087502956390381
16,0.9802858829498291,0.9613654017448425,0.01971428096294403,1e-05,0.9838947653770447,0.983069658279419,0.9478111267089844,0.9043117165565491,0.05223817378282547,0.9734781384468079,0.9310585856437683
17,0.9807337522506714,0.9622258543968201,0.019262533634901047,1e-05,0.9844485521316528,0.9833595752716064,0.9491678476333618,0.906609296798706,0.05102204531431198,0.9741246104240417,0.9338401556015015
18,0.9809777140617371,0.9626920819282532,0.019020456820726395,1e-05,0.9845365881919861,0.9835813045501709,0.9455444812774658,0.9006874561309814,0.05468105897307396,0.9727782011032104,0.9283512234687805
19,0.9812084436416626,0.9631360769271851,0.0187892597168684,1e-05,0.9846653938293457,0.9837048053741455,0.9402274489402771,0.8927768468856812,0.05918515846133232,0.9751520156860352,0.9179651737213135
20,0.9814549684524536,0.963612973690033,0.018545331433415413,1e-05,0.9848526120185852,0.9838935732841492,0.9390150308609009,0.8912227749824524,0.061239972710609436,0.975080132484436,0.9166207909584045
21,0.981770932674408,0.9642193913459778,0.018229883164167404,1e-06,0.9853752255439758,0.983973503112793,0.9431760907173157,0.8977978229522705,0.05696036294102669,0.9729027152061462,0.9246665239334106
22,0.9816944003105164,0.9640722274780273,0.01830565556883812,1e-06,0.9849798083305359,0.9842540621757507,0.9435777068138123,0.8979961276054382,0.056606195867061615,0.9735820889472961,0.9256274104118347
23,0.9818654656410217,0.9644016027450562,0.018136579543352127,1e-06,0.9852254986763,0.9842851758003235,0.9445766806602478,0.8987520337104797,0.054767489433288574,0.9733444452285767,0.9266377687454224
24,0.9819577932357788,0.9645788073539734,0.018041132017970085,1e-06,0.9851412773132324,0.9843916296958923,0.9437551498413086,0.8980369567871094,0.056434135884046555,0.974210798740387,0.9252809882164001
25,0.9818817377090454,0.9644356966018677,0.018114803358912468,1e-06,0.9853869080543518,0.9840952754020691,0.9455291628837585,0.9009405374526978,0.05468088388442993,0.9737844467163086,0.9272975921630859
26,0.9819666743278503,0.9645957350730896,0.018030807375907898,1e-07,0.984680712223053,0.984928548336029,0.9451566934585571,0.9002529382705688,0.05502767860889435,0.974321722984314,0.9260975122451782
