epoch,dice_coef,hausdorff,iou,loss,lr,precision,recall,val_dice_coef,val_hausdorff,val_iou,val_loss,val_precision,val_recall
0,0.41847318410873413,51.727970123291016,0.2947900891304016,0.5815736651420593,0.001,0.3081326484680176,0.9038075804710388,0.6406699419021606,29.651866912841797,0.47854384779930115,0.35972949862480164,0.6608436107635498,0.6447760462760925
1,0.7586939334869385,25.600013732910156,0.6383517980575562,0.2412905991077423,0.001,0.7702823877334595,0.8508281707763672,0.7051013708114624,27.812397003173828,0.551900327205658,0.29475003480911255,0.8754451274871826,0.5778639912605286
2,0.8026477098464966,23.354202270507812,0.6932860016822815,0.19724617898464203,0.001,0.8108656406402588,0.8781008124351501,0.6420928239822388,29.281597137451172,0.4814276099205017,0.3598533272743225,0.7830601930618286,0.5406758189201355
3,0.8919668197631836,18.845556259155273,0.8153111338615417,0.10807708650827408,0.001,0.8854451179504395,0.9169816374778748,0.9514943361282349,12.450811386108398,0.9090509414672852,0.048534709960222244,0.940377950668335,0.9619162678718567
4,0.9544530510902405,11.535694122314453,0.9140567779541016,0.04553499072790146,0.001,0.9527422189712524,0.9602839946746826,0.9678372740745544,9.836081504821777,0.937930703163147,0.032246269285678864,0.9689050316810608,0.9672954678535461
5,0.9412081837654114,12.406744003295898,0.8940954804420471,0.05880841985344887,0.001,0.9483140110969543,0.9558222889900208,0.951389729976654,12.573518753051758,0.9089977741241455,0.048759013414382935,0.9467607736587524,0.9547798037528992
6,0.963300347328186,10.259564399719238,0.9298970103263855,0.03669440373778343,0.001,0.9622869491577148,0.9683812856674194,0.9743220806121826,8.406417846679688,0.950028121471405,0.02544853650033474,0.9799959659576416,0.9720276594161987
7,0.9650630950927734,9.863645553588867,0.9331801533699036,0.0349312461912632,0.001,0.9651405215263367,0.9704935550689697,0.9769042730331421,8.107732772827148,0.9549347162246704,0.023115109652280807,0.9781230688095093,0.9781866073608398
8,0.9716945886611938,8.612751007080078,0.9450603127479553,0.028297588229179382,0.001,0.973747730255127,0.9748926162719727,0.9790956974029541,7.624306678771973,0.9591150283813477,0.02086060307919979,0.9829199910163879,0.9772966504096985
9,0.9674350023269653,9.129176139831543,0.9377313852310181,0.032560642808675766,0.001,0.971177339553833,0.9730494618415833,0.9656798243522644,9.99695873260498,0.9337630271911621,0.03441565856337547,0.993754506111145,0.9399701356887817
10,0.9687153697013855,9.141769409179688,0.9396234154701233,0.03128378838300705,0.001,0.9711993336677551,0.9729164242744446,0.9792093634605408,7.7401652336120605,0.9593038558959961,0.02073569968342781,0.9728647470474243,0.9870746731758118
11,0.9724365472793579,8.526859283447266,0.9464818835258484,0.02756345458328724,0.001,0.9742233157157898,0.9760926961898804,0.9738039374351501,8.867910385131836,0.9492892026901245,0.026283852756023407,0.9916086196899414,0.9544860124588013
12,0.9730711579322815,8.411651611328125,0.9476639628410339,0.026917116716504097,0.001,0.9755294322967529,0.9761144518852234,0.9795188903808594,7.646384239196777,0.9599114060401917,0.020361728966236115,0.9886842370033264,0.9715784788131714
13,0.9737277030944824,8.302949905395508,0.9489153027534485,0.02626947872340679,0.001,0.9757685661315918,0.9763391613960266,0.9812001585960388,7.27127742767334,0.9631372094154358,0.01874278299510479,0.9796958565711975,0.9844952821731567
14,0.973055899143219,8.626941680908203,0.9476897716522217,0.026939138770103455,0.001,0.9746906757354736,0.9763940572738647,0.9798502326011658,7.681302070617676,0.960534393787384,0.02013506554067135,0.9839909672737122,0.9769576787948608
15,0.973657488822937,8.410454750061035,0.9488379955291748,0.026343785226345062,0.001,0.9752936959266663,0.9773118495941162,0.9813362956047058,7.50762939453125,0.9633897542953491,0.01870558224618435,0.9838226437568665,0.980201005935669
16,0.9745932817459106,8.202482223510742,0.9505355358123779,0.02540408819913864,0.001,0.9768492579460144,0.9772229194641113,0.9809079766273499,7.495014667510986,0.9625700116157532,0.01903242990374565,0.9843432903289795,0.9788703322410583
17,0.9746227860450745,8.19357681274414,0.9505975842475891,0.025371305644512177,0.001,0.9771839380264282,0.9770034551620483,0.9819793105125427,7.25393533706665,0.9646396040916443,0.017964672297239304,0.98443204164505,0.9809666275978088
18,0.974870502948761,8.203213691711426,0.9510679841041565,0.025127528235316277,0.001,0.9771044850349426,0.9776683449745178,0.9779044985771179,7.982082843780518,0.9568272233009338,0.022153474390506744,0.9802645444869995,0.9771074056625366
19,0.9700069427490234,8.794437408447266,0.9432045817375183,0.02996975928544998,0.001,0.9754995107650757,0.9747039675712585,0.9489712119102478,13.411251068115234,0.9034084677696228,0.05115086957812309,0.981301486492157,0.9179222583770752
20,0.9647191166877747,10.010716438293457,0.9327511191368103,0.03528538718819618,0.001,0.9670538306236267,0.9694580435752869,0.9757803082466125,8.672865867614746,0.9527836441993713,0.024256927892565727,0.9893538355827332,0.9640747308731079
21,0.9737424850463867,8.456731796264648,0.9489511847496033,0.026248587295413017,0.001,0.9754881262779236,0.9769487977027893,0.8953475952148438,19.367843627929688,0.8140532374382019,0.10538657009601593,0.9865147471427917,0.8027359247207642
22,0.9661014080047607,10.140823364257812,0.934973955154419,0.033893730491399765,0.001,0.9644132852554321,0.9689309597015381,0.98124760389328,7.463049411773682,0.9632290601730347,0.018749475479125977,0.9825845956802368,0.9814214706420898
23,0.9736455678939819,8.598274230957031,0.9487619996070862,0.02634820155799389,0.000100000005,0.9743860960006714,0.9767601490020752,0.9814138412475586,7.367706775665283,0.9635425209999084,0.018546167761087418,0.984192430973053,0.9797602295875549
