epoch,dice_coef,iou,loss,lr,precision,recall,val_dice_coef,val_iou,val_loss,val_precision,val_recall
0,0.5722435116767883,0.45883283019065857,0.42775654792785645,0.01,0.5179369449615479,0.8325303196907043,0.7859359979629517,0.6583144068717957,0.21406394243240356,0.6815214157104492,0.9547091722488403
1,0.8928942084312439,0.8378424048423767,0.10710586607456207,0.01,0.9106762409210205,0.8986673951148987,0.9247056245803833,0.8668572306632996,0.0752943605184555,0.8979557752609253,0.9722378849983215
2,0.9322350025177002,0.8987860083580017,0.06776610761880875,0.01,0.9470837712287903,0.9346327185630798,0.8884269595146179,0.8069167733192444,0.1115732342004776,0.8276991248130798,0.9730585217475891
3,0.9622900485992432,0.9311554431915283,0.0377093106508255,0.01,0.9668852686882019,0.962806224822998,0.0017424559919163585,0.0012530110543593764,0.9982580542564392,1.0,8.866399730322883e-05
4,0.9732087254524231,0.9484485983848572,0.026791147887706757,0.01,0.975616991519928,0.9722458124160767,0.9645727276802063,0.9325474500656128,0.035427313297986984,0.9875007271766663,0.9505440592765808
5,0.970991849899292,0.9447408318519592,0.029007943347096443,0.01,0.9750111699104309,0.9699059128761292,0.9647514820098877,0.933135986328125,0.0352485366165638,0.9891701340675354,0.9478800296783447
6,0.9751126766204834,0.9518860578536987,0.024887925013899803,0.01,0.9771748185157776,0.972990870475769,0.9667813777923584,0.9365735650062561,0.033218588680028915,0.9787220358848572,0.9609548449516296
7,0.9762216806411743,0.9539036154747009,0.023777974769473076,0.01,0.9776687026023865,0.9758582711219788,0.9735045433044434,0.9487679600715637,0.02649565599858761,0.9768094420433044,0.9739534258842468
8,0.9772568941116333,0.9557656645774841,0.022742919623851776,0.01,0.9783345460891724,0.9769779443740845,0.9737386703491211,0.9493814706802368,0.026260998100042343,0.9820323586463928,0.9697614312171936
9,0.9752516746520996,0.952427864074707,0.02474808879196644,0.01,0.9766970276832581,0.9744856953620911,0.9738984704017639,0.9499415755271912,0.026101529598236084,0.9788087010383606,0.9731616377830505
10,0.977698564529419,0.956584632396698,0.02230122685432434,0.01,0.9788112044334412,0.9774107336997986,0.9740144610404968,0.9496561288833618,0.025985782966017723,0.9697249531745911,0.9803124666213989
11,0.9777493476867676,0.9567723274230957,0.022249959409236908,0.01,0.9781359434127808,0.9780346751213074,0.9758020043373108,0.9531288146972656,0.02419782429933548,0.9758592247962952,0.9786340594291687
12,0.9781854152679443,0.9575333595275879,0.021814994513988495,0.01,0.979461669921875,0.9777100682258606,0.9751309752464294,0.9517441987991333,0.024869471788406372,0.963172435760498,0.9889211058616638
13,0.9771140217781067,0.955677330493927,0.022886157035827637,0.01,0.9785590171813965,0.975623607635498,0.9693714380264282,0.9417809844017029,0.03062823787331581,0.9865828156471252,0.9570144414901733
14,0.9786891341209412,0.9584563374519348,0.021310457959771156,0.01,0.97992342710495,0.9781669974327087,0.9711154699325562,0.9444375038146973,0.02888445369899273,0.9829222559928894,0.9636601209640503
15,0.9780024886131287,0.9572423696517944,0.021997228264808655,0.01,0.9792868494987488,0.9775707125663757,0.9758902192115784,0.9533921480178833,0.024109603837132454,0.9781267046928406,0.977200984954834
16,0.978411853313446,0.9579914212226868,0.02158718928694725,0.01,0.979232668876648,0.9781834483146667,0.9748266339302063,0.9511765241622925,0.025173285976052284,0.974323570728302,0.9776504635810852
17,0.9801123142242432,0.9611527323722839,0.019887831062078476,0.0009999999,0.9818514585494995,0.9790343642234802,0.9757472276687622,0.9531080722808838,0.02425249293446541,0.9781171083450317,0.976394772529602
18,0.9804866313934326,0.9618669152259827,0.019513657316565514,0.0009999999,0.9815374612808228,0.9800517559051514,0.9763398170471191,0.9541769623756409,0.02366066537797451,0.9763773083686829,0.9788938164710999
19,0.9806613326072693,0.9622015953063965,0.019338266924023628,0.0009999999,0.9816645979881287,0.980205237865448,0.9745059013366699,0.9508326649665833,0.025493886321783066,0.9794859886169434,0.9725121259689331
20,0.9807836413383484,0.9624366164207458,0.01921570487320423,0.0009999999,0.9818848967552185,0.9803010821342468,0.9722495675086975,0.9467193484306335,0.027751199901103973,0.9801167845726013,0.9672190546989441
21,0.9808887839317322,0.9626341462135315,0.01911117322742939,0.0009999999,0.9819742441177368,0.9804428219795227,0.9750352501869202,0.9517397880554199,0.02496490441262722,0.9745467901229858,0.9778442978858948
22,0.9810178875923157,0.9628821611404419,0.018982309848070145,0.0009999999,0.9821122884750366,0.980562150478363,0.9706946015357971,0.9439908862113953,0.029305094853043556,0.9795722365379333,0.9642457365989685
23,0.9811180233955383,0.9630739688873291,0.018881652504205704,0.0009999999,0.9822924137115479,0.980539858341217,0.9718398451805115,0.9459832906723022,0.02816062420606613,0.978864848613739,0.9670169949531555
24,0.9813563823699951,0.9635233879089355,0.018644390627741814,9.999999e-05,0.982625424861908,0.9806827306747437,0.9731962084770203,0.9484625458717346,0.026803912594914436,0.9786455035209656,0.9701944589614868
25,0.9814013838768005,0.9636111259460449,0.018599383533000946,9.999999e-05,0.9827842116355896,0.9805868864059448,0.972865879535675,0.9478799700737,0.02713380567729473,0.978242039680481,0.9697964787483215
