epoch,dice_coef,hausdorff,iou,loss,lr,precision,val_dice_coef,val_hausdorff,val_iou,val_loss,val_precision
0,0.03146914765238762,181.104248046875,0.016063570976257324,0.9685308933258057,0.01,0.016412269324064255,0.031123662367463112,181.03050231933594,0.01587343029677868,0.968876302242279,0.016202636063098907
1,0.0314757339656353,181.0216064453125,0.0160668957978487,0.9685245156288147,0.01,0.016411883756518364,0.031123658642172813,181.03053283691406,0.01587343029677868,0.968876302242279,0.016202636063098907
