epoch,dice_coef,hausdorff,iou,loss,lr,precision,val_dice_coef,val_hausdorff,val_iou,val_loss,val_precision
0,0.8100272417068481,18.976959228515625,0.7374159097671509,0.19036449491977692,0.001,0.4865409731864929,0.0011867418652400374,32.84743118286133,0.0005953000509180129,0.9988114833831787,1.0
1,0.9543760418891907,11.318344116210938,0.9151672720909119,0.04568302258849144,0.001,0.9661847352981567,0.9557287693023682,9.131789207458496,0.9163213968276978,0.044311925768852234,0.9873399138450623
2,0.9571744799613953,11.381529808044434,0.9196541905403137,0.042869605123996735,0.001,0.9658564925193787,0.9338240623474121,13.028280258178711,0.8788013458251953,0.06610096246004105,0.9074822664260864
3,0.9673464894294739,10.008440971374512,0.9375945329666138,0.03269539773464203,0.001,0.972265899181366,0.953029453754425,10.411870002746582,0.9122499823570251,0.0470009371638298,0.9433393478393555
4,0.9714472889900208,9.410443305969238,0.9451002478599548,0.028580373153090477,0.001,0.9745611548423767,0.9573977589607239,10.752610206604004,0.9193465113639832,0.042649030685424805,0.9492170214653015
5,0.9696391224861145,9.922572135925293,0.9418374300003052,0.03038621135056019,0.001,0.9722061157226562,0.911914587020874,13.29428768157959,0.8468477129936218,0.08799712359905243,0.8730287551879883
6,0.9677541255950928,10.062463760375977,0.9387431740760803,0.03228560835123062,0.001,0.9728357195854187,0.9258797764778137,12.985004425048828,0.8678511381149292,0.07422422617673874,0.8997215032577515
7,0.9713855385780334,9.66843032836914,0.944998562335968,0.02864752896130085,0.001,0.9764822721481323,0.9676616787910461,8.34584903717041,0.9378693699836731,0.03234676644206047,0.9697428345680237
8,0.9730945229530334,9.513023376464844,0.9480623602867126,0.02693319134414196,0.001,0.9769133925437927,0.9507023096084595,11.715986251831055,0.9088491201400757,0.04935767501592636,0.9306168556213379
9,0.9735291004180908,9.470137596130371,0.9488322138786316,0.026494141668081284,0.001,0.9769490957260132,0.9559067487716675,10.610877990722656,0.9170316457748413,0.04414048790931702,0.9590213894844055
10,0.9723619222640991,9.341473579406738,0.9469695091247559,0.027667352929711342,0.001,0.975271999835968,0.9730607271194458,7.83830451965332,0.9477304816246033,0.026948319748044014,0.9746829271316528
11,0.9737045764923096,9.47205638885498,0.9491045475006104,0.026306500658392906,0.001,0.9767252206802368,0.969483494758606,8.414423942565918,0.9410776495933533,0.0305290836840868,0.9669281244277954
12,0.9728502035140991,9.40848159790039,0.9476549029350281,0.027177413925528526,0.001,0.9750036597251892,0.9579760432243347,10.154805183410645,0.9205556511878967,0.042058590799570084,0.9608447551727295
13,0.9653784036636353,10.35364818572998,0.9347583651542664,0.03465985879302025,0.001,0.9694696068763733,0.6408261656761169,24.542396545410156,0.48798882961273193,0.35936862230300903,0.5087680220603943
14,0.9654486775398254,10.052637100219727,0.9351667761802673,0.03455888479948044,0.001,0.9701263308525085,0.9482060670852661,10.981889724731445,0.9040691256523132,0.051783714443445206,0.9818982481956482
15,0.9718325734138489,9.780097007751465,0.945707380771637,0.028194988146424294,0.001,0.9744374752044678,0.9601538181304932,9.485705375671387,0.9246057271957397,0.03989829123020172,0.98728346824646
16,0.9738002419471741,9.196552276611328,0.9493680000305176,0.026210984215140343,0.000100000005,0.9785418510437012,0.964771032333374,9.273036003112793,0.9327349066734314,0.03526139631867409,0.9824450612068176
17,0.9751672744750977,9.160012245178223,0.9518298506736755,0.024860840290784836,0.000100000005,0.9789602756500244,0.9680957794189453,8.622294425964355,0.9387817978858948,0.03193628787994385,0.9811732172966003
18,0.9757391810417175,8.925889015197754,0.9528506398200989,0.024231424555182457,0.000100000005,0.9794763326644897,0.9685255289077759,8.38388442993164,0.9396204352378845,0.03149471804499626,0.9805687665939331
19,0.9761327505111694,8.856064796447754,0.9536356925964355,0.02388623356819153,0.000100000005,0.9795291423797607,0.9665147066116333,8.88123607635498,0.9359880089759827,0.03351422771811485,0.9808294177055359
20,0.9767040014266968,8.747010231018066,0.9546744227409363,0.023316966369748116,0.000100000005,0.9801055192947388,0.9661610722541809,8.95394229888916,0.9353556632995605,0.03386073186993599,0.9812169075012207
21,0.9763111472129822,8.893780708312988,0.953938364982605,0.02369341440498829,1.0000001e-05,0.978378415107727,0.965166449546814,9.17562484741211,0.9335346817970276,0.03487051650881767,0.9836554527282715
22,0.9768157601356506,8.821039199829102,0.9548435807228088,0.02318166196346283,1.0000001e-05,0.9798184633255005,0.9655323028564453,9.109206199645996,0.9341254830360413,0.03449062630534172,0.9834595918655396
23,0.9767129421234131,8.828243255615234,0.9546696543693542,0.02328551560640335,1.0000001e-05,0.9800616502761841,0.9641922116279602,9.170010566711426,0.9317752122879028,0.03584307059645653,0.9837296009063721
24,0.9764605760574341,8.69620132446289,0.9543063044548035,0.023571565747261047,1.0000001e-05,0.980004072189331,0.9650219082832336,8.883432388305664,0.9333462119102478,0.03500472754240036,0.983316957950592
25,0.976498007774353,8.782478332519531,0.9543814659118652,0.02350665256381035,1.0000001e-05,0.9800978899002075,0.9662002325057983,9.228354454040527,0.9351826906204224,0.03383747115731239,0.9831847548484802
26,0.9769704937934875,8.75728988647461,0.9551553726196289,0.023043226450681686,1.0000001e-06,0.9794403910636902,0.9657595157623291,9.043230056762695,0.9344309568405151,0.03425447270274162,0.9835636615753174
