epoch,dice_coef,hausdorff,iou,loss,lr,precision,val_dice_coef,val_hausdorff,val_iou,val_loss,val_precision
0,0.31027349829673767,46.503177642822266,0.1898610144853592,0.6899703741073608,1e-04,0.3572893738746643,0.03696131706237793,53.54734802246094,0.018830211833119392,0.9630356431007385,0.0
1,0.4891279637813568,18.33580207824707,0.326096773147583,0.5110827684402466,1e-04,0.9230003356933594,0.029950914904475212,42.85078048706055,0.015203744173049927,0.9700114727020264,0.0
2,0.5786269307136536,15.39136791229248,0.40915656089782715,0.421688050031662,1e-04,0.9418622851371765,0.024543777108192444,42.48176193237305,0.012424817308783531,0.9754779934883118,0.0
3,0.6563873291015625,13.316584587097168,0.49094587564468384,0.3439769744873047,1e-04,0.9510970115661621,0.396379292011261,39.020957946777344,0.25017866492271423,0.6028172373771667,0.9905840158462524
4,0.726290225982666,10.972219467163086,0.5722635984420776,0.2740086317062378,1e-04,0.9645412564277649,0.7015857696533203,16.817455291748047,0.5412675738334656,0.29870104789733887,0.9946854710578918
5,0.7795748114585876,10.439055442810059,0.6402654051780701,0.22074638307094574,1e-04,0.9692822098731995,0.7456449866294861,16.08527946472168,0.5953966975212097,0.25397035479545593,0.9987856149673462
6,0.8197078108787537,10.649714469909668,0.6957358717918396,0.18058834969997406,1e-04,0.970897912979126,0.8213386535644531,13.140750885009766,0.6981973052024841,0.17887257039546967,0.975059449672699
7,0.8527250289916992,9.673687934875488,0.7440980076789856,0.14750489592552185,1e-04,0.9740213751792908,0.8591160178184509,10.024653434753418,0.7531437277793884,0.1410573571920395,0.9804837703704834
8,0.8762240409851074,9.70674991607666,0.7804048657417297,0.12395982444286346,1e-04,0.9747305512428284,0.8414685726165771,18.12929916381836,0.7276701927185059,0.15783865749835968,0.9493405222892761
9,0.8947159647941589,9.686347007751465,0.8098734617233276,0.1054421067237854,1e-04,0.9746209979057312,0.7951671481132507,23.0043888092041,0.6630458235740662,0.20447446405887604,0.9985290765762329
10,0.9078450798988342,9.884620666503906,0.8316584229469299,0.09207689017057419,1e-04,0.9756083488464355,0.893276035785675,14.26837158203125,0.8075653910636902,0.10669399797916412,0.9872434139251709
11,0.9213348627090454,9.284299850463867,0.8543700575828552,0.07867968827486038,1e-04,0.9778105020523071,0.919888973236084,10.976426124572754,0.8517807722091675,0.08022072166204453,0.9709932208061218
12,0.9292058944702148,9.696978569030762,0.8679850697517395,0.0708131194114685,1e-04,0.97770094871521,0.8679504990577698,21.398855209350586,0.7692744731903076,0.13195501267910004,0.9833671450614929
13,0.9363775849342346,9.507941246032715,0.880566418170929,0.06367803364992142,1e-04,0.9773350954055786,0.8684943914413452,19.239376068115234,0.7717340588569641,0.13067246973514557,0.996925413608551
14,0.9439336657524109,8.856924057006836,0.8939418196678162,0.056066736578941345,1e-04,0.9798152446746826,0.9420688152313232,10.890814781188965,0.8905750513076782,0.05785105749964714,0.9835014343261719
15,0.9488968253135681,8.943821907043457,0.9028716683387756,0.051161378622055054,1e-04,0.9801321029663086,0.9421101212501526,12.560810089111328,0.8907645344734192,0.057914119213819504,0.9875478744506836
16,0.9531797766685486,8.934309959411621,0.9106413125991821,0.04686121642589569,1e-04,0.9806483387947083,0.9501422047615051,10.882902145385742,0.9051200747489929,0.049992017447948456,0.9893798232078552
17,0.9566165208816528,8.96285343170166,0.916904628276825,0.04345853626728058,1e-04,0.9808878302574158,0.9563810229301453,10.062275886535645,0.9164585471153259,0.04357372596859932,0.9820085167884827
18,0.9598245620727539,8.910665512084961,0.9228119850158691,0.04020291566848755,1e-04,0.9817245602607727,0.9415381550788879,13.504195213317871,0.8901767134666443,0.058485373854637146,0.9928316473960876
19,0.9623070359230042,8.775592803955078,0.9273964166641235,0.03766952082514763,1e-04,0.9816073775291443,0.9521920084953308,12.176518440246582,0.9090982675552368,0.04794499650597572,0.990220844745636
20,0.9644423127174377,8.817280769348145,0.9313672780990601,0.03560752049088478,1e-04,0.9815180897712708,0.9468313455581665,14.726240158081055,0.8996303677558899,0.05333781987428665,0.9909964799880981
21,0.9659177660942078,8.945196151733398,0.934124767780304,0.03407759219408035,1e-04,0.9814730882644653,0.9574491381645203,11.591340065002441,0.9184539914131165,0.042616624385118484,0.967380702495575
22,0.9676262736320496,8.829233169555664,0.9373221397399902,0.032421499490737915,1e-04,0.9819665551185608,0.959762692451477,11.308826446533203,0.9229393005371094,0.040319111198186874,0.9881229400634766
23,0.9689827561378479,8.83303165435791,0.9398647546768188,0.031069424003362656,1e-04,0.9816197156906128,0.9680877327919006,9.829366683959961,0.9381961226463318,0.031887587159872055,0.9811932444572449
24,0.9705977439880371,8.876038551330566,0.9429035782814026,0.029376573860645294,1e-04,0.9823124408721924,0.9556906223297119,12.608095169067383,0.9159833788871765,0.0442514605820179,0.9906784296035767
25,0.9718141555786133,8.704119682312012,0.9452018737792969,0.028211422264575958,1e-04,0.9824792146682739,0.9692976474761963,10.301769256591797,0.9404680132865906,0.030701762065291405,0.9870228171348572
26,0.9727428555488586,8.746953964233398,0.9469560980796814,0.027286503463983536,1e-04,0.9824104905128479,0.9687827229499817,10.918911933898926,0.9395400285720825,0.031245548278093338,0.9864630103111267
27,0.9734967947006226,8.743367195129395,0.9483880996704102,0.02651635929942131,1e-04,0.9824095964431763,0.9547821283340454,13.843806266784668,0.9146314263343811,0.04544414207339287,0.9903974533081055
28,0.9746507406234741,8.628012657165527,0.9505776762962341,0.025374192744493484,1e-04,0.9829330444335938,0.9515751004219055,15.81995964050293,0.9087651371955872,0.04852541536092758,0.9919768571853638
