epoch,dice_coef,hausdorff,iou,loss,lr,precision,recall,val_dice_coef,val_hausdorff,val_iou,val_loss,val_precision,val_recall
0,0.40458858013153076,52.941566467285156,0.2809954583644867,0.5954251885414124,0.001,0.3005633056163788,0.8957589864730835,0.5500655174255371,33.2343635559082,0.38751161098480225,0.4491709768772125,0.5231258273124695,0.6258370280265808
1,0.7979386448860168,24.521068572998047,0.6840522885322571,0.20215928554534912,0.001,0.7953600287437439,0.8696407079696655,0.6847862005233765,29.14892578125,0.5300680994987488,0.31612950563430786,0.8150045275688171,0.5788586735725403
2,0.9036216139793396,18.00089454650879,0.833916187286377,0.09637279808521271,0.001,0.8890217542648315,0.9291797876358032,0.9463183879852295,12.794320106506348,0.9007065892219543,0.05354810133576393,0.9571064710617065,0.9416773319244385
3,0.9506524205207825,12.449321746826172,0.9085273742675781,0.049361348152160645,0.001,0.9496943354606628,0.9593611359596252,0.9699128270149231,9.462251663208008,0.9426407814025879,0.03010455146431923,0.964718759059906,0.9780139327049255
4,0.9629994630813599,10.460691452026367,0.9299089312553406,0.03700781986117363,0.001,0.9616459608078003,0.9700743556022644,0.9765926599502563,8.589852333068848,0.9543523788452148,0.023485466837882996,0.977741539478302,0.9763011336326599
5,0.9709705114364624,8.949400901794434,0.9438992738723755,0.029025575146079063,0.001,0.9719404578208923,0.9749466776847839,0.9789897203445435,7.683493614196777,0.9590165019035339,0.020959140732884407,0.9767355918884277,0.9827411770820618
6,0.971260666847229,9.08071517944336,0.9444186687469482,0.028740881010890007,0.001,0.9715564846992493,0.9752459526062012,0.980143129825592,7.6586527824401855,0.9610997438430786,0.019774632528424263,0.9801750779151917,0.9824144244194031
7,0.9716999530792236,8.940208435058594,0.945264995098114,0.028291458263993263,0.001,0.9730952978134155,0.9757886528968811,0.8209551572799683,24.48592185974121,0.7036035656929016,0.180320605635643,0.9919410347938538,0.6827409267425537
8,0.9690107107162476,9.230953216552734,0.9405043125152588,0.030988547950983047,0.001,0.9726561903953552,0.972508430480957,0.9782560467720032,8.239740371704102,0.9575257301330566,0.021717574447393417,0.9817442297935486,0.9754297733306885
9,0.9667086601257324,9.593683242797852,0.9369061589241028,0.03328990563750267,0.001,0.9694873094558716,0.9727568030357361,0.9553216099739075,12.386268615722656,0.9167127013206482,0.04491488263010979,0.9663628935813904,0.9474584460258484
10,0.9706332087516785,9.192381858825684,0.9432934522628784,0.029363518580794334,0.001,0.9713799953460693,0.9752056002616882,0.9720388054847717,9.305147171020508,0.9462836980819702,0.02798723615705967,0.9639648199081421,0.9833920001983643
11,0.9718927145004272,9.06616497039795,0.9455136656761169,0.02809501811861992,0.001,0.9718672037124634,0.9753792881965637,0.9800080060958862,7.686307907104492,0.960843563079834,0.019991574808955193,0.9848915338516235,0.9764890670776367
12,0.9738462567329407,8.583894729614258,0.94915771484375,0.026151759549975395,0.000100000005,0.9758656024932861,0.9762552976608276,0.9811936020851135,7.498605728149414,0.9631190896034241,0.01865384168922901,0.9825217127799988,0.9813578724861145
13,0.9749511480331421,8.38117790222168,0.9512465000152588,0.025050288066267967,0.000100000005,0.9754393696784973,0.9781744480133057,0.9809067845344543,7.434345722198486,0.9626031517982483,0.01883968897163868,0.98428875207901,0.9797349572181702
14,0.9746473431587219,8.558941841125488,0.9506396651268005,0.025347614660859108,0.000100000005,0.9760428667068481,0.9770662784576416,0.9813987016677856,7.393052101135254,0.9635105729103088,0.018592236563563347,0.9831779599189758,0.9810120463371277
15,0.9752494096755981,8.274399757385254,0.9517745971679688,0.024754831567406654,0.000100000005,0.9765264391899109,0.9779476523399353,0.9818663001060486,7.486278057098389,0.964414656162262,0.018186625093221664,0.9828665256500244,0.982090413570404
16,0.9753000736236572,8.393775939941406,0.9518811106681824,0.024692201986908913,0.000100000005,0.9761298894882202,0.9779393076896667,0.9820848107337952,7.306616306304932,0.9648281335830688,0.01785699836909771,0.9826371073722839,0.98244708776474
17,0.9751054644584656,8.37179946899414,0.951548159122467,0.02489464543759823,0.000100000005,0.9762406349182129,0.9779119491577148,0.9821659326553345,7.309754848480225,0.9649829268455505,0.017863094806671143,0.9831840395927429,0.982008695602417
18,0.9755392670631409,8.321447372436523,0.9523121118545532,0.024459579959511757,0.000100000005,0.9764145016670227,0.9784894585609436,0.9818982481956482,7.515997409820557,0.9644686579704285,0.018165208399295807,0.9811602830886841,0.9836316704750061
19,0.9752599000930786,8.358248710632324,0.9518022537231445,0.024743441492319107,0.000100000005,0.9769775867462158,0.9778788685798645,0.982220470905304,7.28424072265625,0.9650928974151611,0.017835194244980812,0.9810031652450562,0.9843423366546631
20,0.9753914475440979,8.292299270629883,0.9520431160926819,0.024609556421637535,0.000100000005,0.976433515548706,0.978645384311676,0.9819209575653076,7.392433166503906,0.9645219445228577,0.018101150169968605,0.9862061738967896,0.9788962602615356
21,0.9756543040275574,8.324374198913574,0.952538251876831,0.024332791566848755,0.000100000005,0.9771230220794678,0.9781932830810547,0.9818984270095825,7.1001362800598145,0.9644743800163269,0.018100565299391747,0.985478401184082,0.9797866940498352
22,0.9755794405937195,8.265140533447266,0.9524006843566895,0.02441195584833622,1.0000001e-05,0.9777320623397827,0.9775285124778748,0.9822289347648621,7.28744649887085,0.9651025533676147,0.01772027648985386,0.9843338131904602,0.9815729856491089
23,0.975908637046814,8.235186576843262,0.9530133605003357,0.024081187322735786,1.0000001e-05,0.9773375391960144,0.9781596064567566,0.9825965166091919,7.12644100189209,0.9658145308494568,0.017349867150187492,0.9842866063117981,0.9818180799484253
